event,player,selectionLabel,odds_decimal,status_selection,marketLabel,deadline
Algeria vs Nigeria,Ilan Kais,Over 0.5,2.4,Open,Antal afslutninger på mål | Ilan Kais,
Algeria vs Nigeria,Ilan Kais,Over 1.5,9.5,Open,Antal afslutninger på mål | Ilan Kais,
Algeria vs Nigeria,Ismael Bennacer,Over 0.5,3.5,Open,Antal afslutninger på mål | Ismael Bennacer,
Algeria vs Nigeria,Ismael Bennacer,Over 1.5,19.0,Open,Antal afslutninger på mål | Ismael Bennacer,
Algeria vs Nigeria,Jaouen Hadjam,Over 0.5,5.0,Open,Antal afslutninger på mål | Jaouen Hadjam,
Algeria vs Nigeria,Mehdi Dorval,Over 0.5,3.5,Open,Antal afslutninger på mål | Mehdi Dorval,
Algeria vs Nigeria,Mehdi Dorval,Over 1.5,19.0,Open,Antal afslutninger på mål | Mehdi Dorval,
Algeria vs Nigeria,Mohamed Amine,Over 0.5,6.0,Open,Antal afslutninger på mål | Mohamed Amine,
Algeria vs Nigeria,Mohamed El,Over 0.5,1.6,Open,Antal afslutninger på mål | Mohamed El,
Algeria vs Nigeria,Mohamed El,Over 1.5,4.0,Open,Antal afslutninger på mål | Mohamed El,
Algeria vs Nigeria,Monsef Bakrar,Over 0.5,1.85,Open,Antal afslutninger på mål | Monsef Bakrar,
Algeria vs Nigeria,Monsef Bakrar,Over 1.5,5.5,Open,Antal afslutninger på mål | Monsef Bakrar,
Algeria vs Nigeria,Moses Simon,Over 0.5,1.8182,Open,Antal afslutninger på mål | Moses Simon,
Algeria vs Nigeria,Moses Simon,Over 1.5,5.0,Open,Antal afslutninger på mål | Moses Simon,
Algeria vs Nigeria,O Bruno,Over 0.5,4.25,Open,Antal afslutninger på mål | O Bruno,
Algeria vs Nigeria,Onyinye Ndidi,Over 0.5,3.5,Open,Antal afslutninger på mål | Onyinye Ndidi,
Algeria vs Nigeria,Onyinye Ndidi,Over 1.5,19.0,Open,Antal afslutninger på mål | Onyinye Ndidi,
Algeria vs Nigeria,Paul Onuachu,Over 0.5,1.48,Open,Antal afslutninger på mål | Paul Onuachu,
Algeria vs Nigeria,Paul Onuachu,Over 1.5,3.5,Open,Antal afslutninger på mål | Paul Onuachu,
Algeria vs Nigeria,Rafik Belghali,Over 0.5,4.75,Open,Antal afslutninger på mål | Rafik Belghali,
Algeria vs Nigeria,Ramiz Zerrouki,Over 0.5,2.4546,Open,Antal afslutninger på mål | Ramiz Zerrouki,
Algeria vs Nigeria,Ramiz Zerrouki,Over 1.5,10.0,Open,Antal afslutninger på mål | Ramiz Zerrouki,
Algeria vs Nigeria,Ramy Bensebaini,Over 0.5,5.0,Open,Antal afslutninger på mål | Ramy Bensebaini,
Algeria vs Nigeria,Raphael Onyedika,Over 0.5,3.3334,Open,Antal afslutninger på mål | Raphael Onyedika,
Algeria vs Nigeria,Raphael Onyedika,Over 1.5,17.0,Open,Antal afslutninger på mål | Raphael Onyedika,
Algeria vs Nigeria,Rayan Ait,Over 0.5,3.2,Open,Antal afslutninger på mål | Rayan Ait,
Algeria vs Nigeria,Rayan Ait,Over 1.5,16.0,Open,Antal afslutninger på mål | Rayan Ait,
Algeria vs Nigeria,Redouane Berkane,Over 0.5,1.7143,Open,Antal afslutninger på mål | Redouane Berkane,
Algeria vs Nigeria,Redouane Berkane,Over 1.5,4.75,Open,Antal afslutninger på mål | Redouane Berkane,
Algeria vs Nigeria,Riyad Mahrez,Over 0.5,1.6154,Open,Antal afslutninger på mål | Riyad Mahrez,
Algeria vs Nigeria,Riyad Mahrez,Over 1.5,4.25,Open,Antal afslutninger på mål | Riyad Mahrez,
Algeria vs Nigeria,Ryan Alebiousu,Over 0.5,4.0,Open,Antal afslutninger på mål | Ryan Alebiousu,
Algeria vs Nigeria,Salim Fago,Over 0.5,1.7143,Open,Antal afslutninger på mål | Salim Fago,
Algeria vs Nigeria,Salim Fago,Over 1.5,4.75,Open,Antal afslutninger på mål | Salim Fago,
Algeria vs Nigeria,Samir Sophian,Over 0.5,5.5,Open,Antal afslutninger på mål | Samir Sophian,
Algeria vs Nigeria,Samuel Chukwueze,Over 0.5,2.1,Open,Antal afslutninger på mål | Samuel Chukwueze,
Algeria vs Nigeria,Samuel Chukwueze,Over 1.5,7.0,Open,Antal afslutninger på mål | Samuel Chukwueze,
Algeria vs Nigeria,Semi Ajayi,Over 0.5,3.6667,Open,Antal afslutninger på mål | Semi Ajayi,
Algeria vs Nigeria,Semi Ajayi,Over 1.5,20.0,Open,Antal afslutninger på mål | Semi Ajayi,
Algeria vs Nigeria,Tochukwu Nadi,Over 0.5,4.0,Open,Antal afslutninger på mål | Tochukwu Nadi,
Algeria vs Nigeria,Usman Mohammed,Over 0.5,2.25,Open,Antal afslutninger på mål | Usman Mohammed,
Algeria vs Nigeria,Usman Mohammed,Over 1.5,8.5,Open,Antal afslutninger på mål | Usman Mohammed,
Algeria vs Nigeria,Victor Osimhen,Over 0.5,1.3,Open,Antal afslutninger på mål | Victor Osimhen,
Algeria vs Nigeria,Victor Osimhen,Over 1.5,2.5455,Open,Antal afslutninger på mål | Victor Osimhen,
Algeria vs Nigeria,Victor Osimhen,Over 2.5,6.0,Open,Antal afslutninger på mål | Victor Osimhen,
Algeria vs Nigeria,Youcef Atal,Over 0.5,3.1,Open,Antal afslutninger på mål | Youcef Atal,
Algeria vs Nigeria,Youcef Atal,Over 1.5,15.0,Open,Antal afslutninger på mål | Youcef Atal,
Algeria vs Nigeria,Zaidu Sanusi,Over 0.5,4.25,Open,Antal afslutninger på mål | Zaidu Sanusi,
Algeria vs Nigeria,Zineddine Belaid,Over 0.5,4.5,Open,Antal afslutninger på mål | Zineddine Belaid,
Algeria vs Nigeria,Luca Zidane,Over 1.5,1.1819,Open,Målmand Redninger | Luca Zidane,
Algeria vs Nigeria,Luca Zidane,Over 2.5,1.6471,Open,Målmand Redninger | Luca Zidane,
Algeria vs Nigeria,Luca Zidane,Over 3.5,2.5455,Open,Målmand Redninger | Luca Zidane,
Algeria vs Nigeria,Stanley Nwabali,Over 1.5,1.2,Open,Målmand Redninger | Stanley Nwabali,
Algeria vs Nigeria,Stanley Nwabali,Over 2.5,1.7,Open,Målmand Redninger | Stanley Nwabali,
Algeria vs Nigeria,Stanley Nwabali,Over 3.5,2.7143,Open,Målmand Redninger | Stanley Nwabali,
Algeria vs Nigeria,Adem Zorgane,Yes,4.0,Open,Spiller får kort | Adem Zorgane,
Algeria vs Nigeria,Ademola Lookman,Yes,3.6667,Open,Spiller får kort | Ademola Lookman,
Algeria vs Nigeria,Adil Boulbina,Yes,4.0,Open,Spiller får kort | Adil Boulbina,
Algeria vs Nigeria,Aissa Mandi,Yes,3.6667,Open,Spiller får kort | Aissa Mandi,
Algeria vs Nigeria,Akor Adams,Yes,4.25,Open,Spiller får kort | Akor Adams,
Algeria vs Nigeria,Alex Iwobi,Yes,5.5,Open,Spiller får kort | Alex Iwobi,
Algeria vs Nigeria,Anis Hadj,Yes,3.0,Open,Spiller får kort | Anis Hadj,
Algeria vs Nigeria,Baghdad Bounedjah,Yes,2.7143,Open,Spiller får kort | Baghdad Bounedjah,
Algeria vs Nigeria,Bright Osayi-Samuel,Yes,3.4,Open,Spiller får kort | Bright Osayi-Samuel,
Algeria vs Nigeria,Calvin Ughelumba,Yes,4.0,Open,Spiller får kort | Calvin Ughelumba,
Algeria vs Nigeria,Chidera Ejuke,Yes,5.5,Open,Spiller får kort | Chidera Ejuke,
Algeria vs Nigeria,Chidozie Awaziem,Yes,2.8,Open,Spiller får kort | Chidozie Awaziem,
Algeria vs Nigeria,Ebenezer Akinsamiro,Yes,3.6667,Open,Spiller får kort | Ebenezer Akinsamiro,
Algeria vs Nigeria,Fares Chaibi,Yes,5.5,Open,Spiller får kort | Fares Chaibi,
Algeria vs Nigeria,Fisayo Dele-Bashiru,Yes,4.75,Open,Spiller får kort | Fisayo Dele-Bashiru,
Algeria vs Nigeria,Frank Onyeka,Yes,2.8572,Open,Spiller får kort | Frank Onyeka,
Algeria vs Nigeria,Hicham Boudaoui,Yes,3.1,Open,Spiller får kort | Hicham Boudaoui,
Algeria vs Nigeria,Himad Abdelli,Yes,3.6667,Open,Spiller får kort | Himad Abdelli,
Algeria vs Nigeria,Ibrahim Maza,Yes,3.1,Open,Spiller får kort | Ibrahim Maza,
Algeria vs Nigeria,Igoh Ogbu,Yes,3.1,Open,Spiller får kort | Igoh Ogbu,
Algeria vs Nigeria,Ilan Kais,Yes,4.75,Open,Spiller får kort | Ilan Kais,
Algeria vs Nigeria,Ismael Bennacer,Yes,3.0,Open,Spiller får kort | Ismael Bennacer,
Algeria vs Nigeria,Jaouen Hadjam,Yes,3.4,Open,Spiller får kort | Jaouen Hadjam,
Algeria vs Nigeria,Mehdi Dorval,Yes,2.7143,Open,Spiller får kort | Mehdi Dorval,
Algeria vs Nigeria,Mohamed Amine,Yes,3.4,Open,Spiller får kort | Mohamed Amine,
Algeria vs Nigeria,Mohamed El,Yes,3.6,Open,Spiller får kort | Mohamed El,
Algeria vs Nigeria,Monsef Bakrar,Yes,4.25,Open,Spiller får kort | Monsef Bakrar,
Algeria vs Nigeria,Moses Simon,Yes,5.5,Open,Spiller får kort | Moses Simon,
Algeria vs Nigeria,O Bruno,Yes,3.4,Open,Spiller får kort | O Bruno,
Algeria vs Nigeria,Onyinye Ndidi,Yes,3.1,Open,Spiller får kort | Onyinye Ndidi,
Algeria vs Nigeria,Paul Onuachu,Yes,2.8,Open,Spiller får kort | Paul Onuachu,
Algeria vs Nigeria,Rafik Belghali,Yes,2.5455,Open,Spiller får kort | Rafik Belghali,
Algeria vs Nigeria,Ramiz Zerrouki,Yes,3.4,Open,Spiller får kort | Ramiz Zerrouki,
Algeria vs Nigeria,Ramy Bensebaini,Yes,2.8572,Open,Spiller får kort | Ramy Bensebaini,
Algeria vs Nigeria,Raphael Onyedika,Yes,2.5,Open,Spiller får kort | Raphael Onyedika,
Algeria vs Nigeria,Rayan Ait,Yes,3.4,Open,Spiller får kort | Rayan Ait,
Algeria vs Nigeria,Redouane Berkane,Yes,3.5,Open,Spiller får kort | Redouane Berkane,
Algeria vs Nigeria,Riyad Mahrez,Yes,5.5,Open,Spiller får kort | Riyad Mahrez,
Algeria vs Nigeria,Ryan Alebiousu,Yes,3.2,Open,Spiller får kort | Ryan Alebiousu,
Algeria vs Nigeria,Salim Fago,Yes,4.0,Open,Spiller får kort | Salim Fago,
Algeria vs Nigeria,Samir Sophian,Yes,3.0,Open,Spiller får kort | Samir Sophian,
Algeria vs Nigeria,Samuel Chukwueze,Yes,3.6667,Open,Spiller får kort | Samuel Chukwueze,
Algeria vs Nigeria,Semi Ajayi,Yes,2.75,Open,Spiller får kort | Semi Ajayi,
Algeria vs Nigeria,Tochukwu Nadi,Yes,3.0,Open,Spiller får kort | Tochukwu Nadi,
Algeria vs Nigeria,Usman Mohammed,Yes,2.3,Open,Spiller får kort | Usman Mohammed,
Algeria vs Nigeria,Victor Osimhen,Yes,4.0,Open,Spiller får kort | Victor Osimhen,
Algeria vs Nigeria,Youcef Atal,Yes,3.0,Open,Spiller får kort | Youcef Atal,
Algeria vs Nigeria,Zaidu Sanusi,Yes,3.6,Open,Spiller får kort | Zaidu Sanusi,
Algeria vs Nigeria,Zineddine Belaid,Yes,2.5455,Open,Spiller får kort | Zineddine Belaid,
Algeria vs Nigeria,Adem Zorgane,Yes,10.0,Open,Spiller scorer | Adem Zorgane,
Algeria vs Nigeria,Ademola Lookman,Yes,3.6667,Open,Spiller scorer | Ademola Lookman,
Algeria vs Nigeria,Adil Boulbina,Yes,2.8572,Open,Spiller scorer | Adil Boulbina,
Algeria vs Nigeria,Aissa Mandi,Yes,14.0,Open,Spiller scorer | Aissa Mandi,
Algeria vs Nigeria,Akor Adams,Yes,3.6,Open,Spiller scorer | Akor Adams,
Algeria vs Nigeria,Alex Iwobi,Yes,6.0,Open,Spiller scorer | Alex Iwobi,
Algeria vs Nigeria,Anis Hadj,Yes,3.6667,Open,Spiller scorer | Anis Hadj,
Algeria vs Nigeria,Baghdad Bounedjah,Yes,3.0,Open,Spiller scorer | Baghdad Bounedjah,
Algeria vs Nigeria,Bright Osayi-Samuel,Yes,10.0,Open,Spiller scorer | Bright Osayi-Samuel,
Algeria vs Nigeria,Calvin Ughelumba,Yes,12.0,Open,Spiller scorer | Calvin Ughelumba,
Algeria vs Nigeria,Chidera Ejuke,Yes,4.0,Open,Spiller scorer | Chidera Ejuke,
Algeria vs Nigeria,Chidozie Awaziem,Yes,12.0,Open,Spiller scorer | Chidozie Awaziem,
Algeria vs Nigeria,Ebenezer Akinsamiro,Yes,5.0,Open,Spiller scorer | Ebenezer Akinsamiro,
Algeria vs Nigeria,Fares Chaibi,Yes,6.0,Open,Spiller scorer | Fares Chaibi,
Algeria vs Nigeria,Fisayo Dele-Bashiru,Yes,4.75,Open,Spiller scorer | Fisayo Dele-Bashiru,
Algeria vs Nigeria,Frank Onyeka,Yes,8.0,Open,Spiller scorer | Frank Onyeka,
Algeria vs Nigeria,Hicham Boudaoui,Yes,12.0,Open,Spiller scorer | Hicham Boudaoui,
Algeria vs Nigeria,Himad Abdelli,Yes,5.0,Open,Spiller scorer | Himad Abdelli,
Algeria vs Nigeria,Ibrahim Maza,Yes,5.0,Open,Spiller scorer | Ibrahim Maza,
Algeria vs Nigeria,Igoh Ogbu,Yes,12.0,Open,Spiller scorer | Igoh Ogbu,
Algeria vs Nigeria,Ilan Kais,Yes,5.0,Open,Spiller scorer | Ilan Kais,
Algeria vs Nigeria,Ismael Bennacer,Yes,7.5,Open,Spiller scorer | Ismael Bennacer,
Algeria vs Nigeria,Jaouen Hadjam,Yes,12.0,Open,Spiller scorer | Jaouen Hadjam,
Algeria vs Nigeria,Mehdi Dorval,Yes,10.0,Open,Spiller scorer | Mehdi Dorval,
Algeria vs Nigeria,Mohamed Amine,Yes,14.0,Open,Spiller scorer | Mohamed Amine,
Algeria vs Nigeria,Mohamed El,Yes,3.0,Open,Spiller scorer | Mohamed El,
Algeria vs Nigeria,Monsef Bakrar,Yes,3.8,Open,Spiller scorer | Monsef Bakrar,
Algeria vs Nigeria,Moses Simon,Yes,3.8,Open,Spiller scorer | Moses Simon,
Algeria vs Nigeria,O Bruno,Yes,12.0,Open,Spiller scorer | O Bruno,
Algeria vs Nigeria,Onyinye Ndidi,Yes,11.0,Open,Spiller scorer | Onyinye Ndidi,
Algeria vs Nigeria,Paul Onuachu,Yes,2.6667,Open,Spiller scorer | Paul Onuachu,
Algeria vs Nigeria,Rafik Belghali,Yes,14.0,Open,Spiller scorer | Rafik Belghali,
Algeria vs Nigeria,Ramiz Zerrouki,Yes,5.0,Open,Spiller scorer | Ramiz Zerrouki,
Algeria vs Nigeria,Ramy Bensebaini,Yes,14.0,Open,Spiller scorer | Ramy Bensebaini,
Algeria vs Nigeria,Raphael Onyedika,Yes,7.5,Open,Spiller scorer | Raphael Onyedika,
Algeria vs Nigeria,Rayan Ait,Yes,7.5,Open,Spiller scorer | Rayan Ait,
Algeria vs Nigeria,Redouane Berkane,Yes,3.5,Open,Spiller scorer | Redouane Berkane,
Algeria vs Nigeria,Riyad Mahrez,Yes,3.0,Open,Spiller scorer | Riyad Mahrez,
Algeria vs Nigeria,Ryan Alebiousu,Yes,10.0,Open,Spiller scorer | Ryan Alebiousu,
Algeria vs Nigeria,Salim Fago,Yes,3.3334,Open,Spiller scorer | Salim Fago,
Algeria vs Nigeria,Samir Sophian,Yes,14.0,Open,Spiller scorer | Samir Sophian,
Algeria vs Nigeria,Samuel Chukwueze,Yes,5.0,Open,Spiller scorer | Samuel Chukwueze,
Algeria vs Nigeria,Semi Ajayi,Yes,11.0,Open,Spiller scorer | Semi Ajayi,
Algeria vs Nigeria,Tochukwu Nadi,Yes,10.0,Open,Spiller scorer | Tochukwu Nadi,
Algeria vs Nigeria,Usman Mohammed,Yes,4.75,Open,Spiller scorer | Usman Mohammed,
Algeria vs Nigeria,Victor Osimhen,Yes,2.5,Open,Spiller scorer | Victor Osimhen,
Algeria vs Nigeria,Youcef Atal,Yes,7.0,Open,Spiller scorer | Youcef Atal,
Algeria vs Nigeria,Zaidu Sanusi,Yes,12.0,Open,Spiller scorer | Zaidu Sanusi,
Algeria vs Nigeria,Zineddine Belaid,Yes,12.0,Open,Spiller scorer | Zineddine Belaid,
Algeria vs Nigeria,Adem Zorgane,Over 0.5,5.0,Open,Spillers samlede antal assister | Adem Zorgane,
Algeria vs Nigeria,Ademola Lookman,Over 0.5,2.5455,Open,Spillers samlede antal assister | Ademola Lookman,
Algeria vs Nigeria,Adil Boulbina,Over 0.5,2.4546,Open,Spillers samlede antal assister | Adil Boulbina,
Algeria vs Nigeria,Aissa Mandi,Over 0.5,8.5,Open,Spillers samlede antal assister | Aissa Mandi,
Algeria vs Nigeria,Akor Adams,Over 0.5,2.9,Open,Spillers samlede antal assister | Akor Adams,
Algeria vs Nigeria,Alex Iwobi,Over 0.5,3.2,Open,Spillers samlede antal assister | Alex Iwobi,
Algeria vs Nigeria,Anis Hadj,Over 0.5,2.9,Open,Spillers samlede antal assister | Anis Hadj,
Algeria vs Nigeria,Baghdad Bounedjah,Over 0.5,2.6,Open,Spillers samlede antal assister | Baghdad Bounedjah,
Algeria vs Nigeria,Bright Osayi-Samuel,Over 0.5,5.5,Open,Spillers samlede antal assister | Bright Osayi-Samuel,
Algeria vs Nigeria,Calvin Ughelumba,Over 0.5,8.0,Open,Spillers samlede antal assister | Calvin Ughelumba,
Algeria vs Nigeria,Chidera Ejuke,Over 0.5,3.0,Open,Spillers samlede antal assister | Chidera Ejuke,
Algeria vs Nigeria,Chidozie Awaziem,Over 0.5,7.5,Open,Spillers samlede antal assister | Chidozie Awaziem,
Algeria vs Nigeria,Ebenezer Akinsamiro,Over 0.5,3.4,Open,Spillers samlede antal assister | Ebenezer Akinsamiro,
Algeria vs Nigeria,Fares Chaibi,Over 0.5,3.6,Open,Spillers samlede antal assister | Fares Chaibi,
Algeria vs Nigeria,Fisayo Dele-Bashiru,Over 0.5,3.6,Open,Spillers samlede antal assister | Fisayo Dele-Bashiru,
Algeria vs Nigeria,Frank Onyeka,Over 0.5,5.0,Open,Spillers samlede antal assister | Frank Onyeka,
Algeria vs Nigeria,Hicham Boudaoui,Over 0.5,5.5,Open,Spillers samlede antal assister | Hicham Boudaoui,
Algeria vs Nigeria,Himad Abdelli,Over 0.5,4.25,Open,Spillers samlede antal assister | Himad Abdelli,
Algeria vs Nigeria,Ibrahim Maza,Over 0.5,3.6667,Open,Spillers samlede antal assister | Ibrahim Maza,
Algeria vs Nigeria,Igoh Ogbu,Over 0.5,7.5,Open,Spillers samlede antal assister | Igoh Ogbu,
Algeria vs Nigeria,Ilan Kais,Over 0.5,3.2,Open,Spillers samlede antal assister | Ilan Kais,
Algeria vs Nigeria,Ismael Bennacer,Over 0.5,5.0,Open,Spillers samlede antal assister | Ismael Bennacer,
Algeria vs Nigeria,Jaouen Hadjam,Over 0.5,6.5,Open,Spillers samlede antal assister | Jaouen Hadjam,
Algeria vs Nigeria,Mehdi Dorval,Over 0.5,4.25,Open,Spillers samlede antal assister | Mehdi Dorval,
Algeria vs Nigeria,Mohamed Amine,Over 0.5,8.5,Open,Spillers samlede antal assister | Mohamed Amine,
Algeria vs Nigeria,Mohamed El,Over 0.5,2.3,Open,Spillers samlede antal assister | Mohamed El,
Algeria vs Nigeria,Monsef Bakrar,Over 0.5,3.4,Open,Spillers samlede antal assister | Monsef Bakrar,
Algeria vs Nigeria,Moses Simon,Over 0.5,2.4546,Open,Spillers samlede antal assister | Moses Simon,
Algeria vs Nigeria,O Bruno,Over 0.5,5.0,Open,Spillers samlede antal assister | O Bruno,
Algeria vs Nigeria,Onyinye Ndidi,Over 0.5,4.25,Open,Spillers samlede antal assister | Onyinye Ndidi,
Algeria vs Nigeria,Paul Onuachu,Over 0.5,2.3,Open,Spillers samlede antal assister | Paul Onuachu,
Algeria vs Nigeria,Rafik Belghali,Over 0.5,5.5,Open,Spillers samlede antal assister | Rafik Belghali,
Algeria vs Nigeria,Ramiz Zerrouki,Over 0.5,4.25,Open,Spillers samlede antal assister | Ramiz Zerrouki,
Algeria vs Nigeria,Ramy Bensebaini,Over 0.5,7.0,Open,Spillers samlede antal assister | Ramy Bensebaini,
Algeria vs Nigeria,Raphael Onyedika,Over 0.5,5.0,Open,Spillers samlede antal assister | Raphael Onyedika,
Algeria vs Nigeria,Rayan Ait,Over 0.5,5.0,Open,Spillers samlede antal assister | Rayan Ait,
Algeria vs Nigeria,Redouane Berkane,Over 0.5,2.8572,Open,Spillers samlede antal assister | Redouane Berkane,
Algeria vs Nigeria,Riyad Mahrez,Over 0.5,2.1429,Open,Spillers samlede antal assister | Riyad Mahrez,
Algeria vs Nigeria,Ryan Alebiousu,Over 0.5,4.5,Open,Spillers samlede antal assister | Ryan Alebiousu,
Algeria vs Nigeria,Salim Fago,Over 0.5,2.8572,Open,Spillers samlede antal assister | Salim Fago,
Algeria vs Nigeria,Samir Sophian,Over 0.5,8.5,Open,Spillers samlede antal assister | Samir Sophian,
Algeria vs Nigeria,Samuel Chukwueze,Over 0.5,3.0,Open,Spillers samlede antal assister | Samuel Chukwueze,
Algeria vs Nigeria,Semi Ajayi,Over 0.5,7.5,Open,Spillers samlede antal assister | Semi Ajayi,
Algeria vs Nigeria,Tochukwu Nadi,Over 0.5,5.5,Open,Spillers samlede antal assister | Tochukwu Nadi,
Algeria vs Nigeria,Usman Mohammed,Over 0.5,3.0,Open,Spillers samlede antal assister | Usman Mohammed,
Algeria vs Nigeria,Victor Osimhen,Over 0.5,2.25,Open,Spillers samlede antal assister | Victor Osimhen,
Algeria vs Nigeria,Youcef Atal,Over 0.5,4.25,Open,Spillers samlede antal assister | Youcef Atal,
Algeria vs Nigeria,Zaidu Sanusi,Over 0.5,6.5,Open,Spillers samlede antal assister | Zaidu Sanusi,
Algeria vs Nigeria,Zineddine Belaid,Over 0.5,8.0,Open,Spillers samlede antal assister | Zineddine Belaid,
Algeria vs Nigeria,Adem Zorgane,Over 0.5,1.8182,Open,Spillers samlede antal skud | Adem Zorgane,
Algeria vs Nigeria,Adem Zorgane,Over 1.5,4.75,Open,Spillers samlede antal skud | Adem Zorgane,
Algeria vs Nigeria,Ademola Lookman,Over 1.5,1.35,Open,Spillers samlede antal skud | Ademola Lookman,
Algeria vs Nigeria,Ademola Lookman,Over 2.5,2.1,Open,Spillers samlede antal skud | Ademola Lookman,
Algeria vs Nigeria,Ademola Lookman,Over 3.5,3.8,Open,Spillers samlede antal skud | Ademola Lookman,
Algeria vs Nigeria,Adil Boulbina,Over 1.5,1.4,Open,Spillers samlede antal skud | Adil Boulbina,
Algeria vs Nigeria,Adil Boulbina,Over 2.5,2.2,Open,Spillers samlede antal skud | Adil Boulbina,
Algeria vs Nigeria,Adil Boulbina,Over 3.5,4.0,Open,Spillers samlede antal skud | Adil Boulbina,
Algeria vs Nigeria,Aissa Mandi,Over 0.5,2.6667,Open,Spillers samlede antal skud | Aissa Mandi,
Algeria vs Nigeria,Aissa Mandi,Over 1.5,9.5,Open,Spillers samlede antal skud | Aissa Mandi,
Algeria vs Nigeria,Akor Adams,Over 0.5,1.06,Closed,Spillers samlede antal skud | Akor Adams,
Algeria vs Nigeria,Akor Adams,Over 1.5,1.52,Open,Spillers samlede antal skud | Akor Adams,
Algeria vs Nigeria,Akor Adams,Over 2.5,2.5455,Open,Spillers samlede antal skud | Akor Adams,
Algeria vs Nigeria,Alex Iwobi,Over 0.5,1.3,Open,Spillers samlede antal skud | Alex Iwobi,
Algeria vs Nigeria,Alex Iwobi,Over 1.5,2.4546,Open,Spillers samlede antal skud | Alex Iwobi,
Algeria vs Nigeria,Alex Iwobi,Over 2.5,5.5,Open,Spillers samlede antal skud | Alex Iwobi,
Algeria vs Nigeria,Anis Hadj,Over 0.5,1.06,Closed,Spillers samlede antal skud | Anis Hadj,
Algeria vs Nigeria,Anis Hadj,Over 1.5,1.5,Open,Spillers samlede antal skud | Anis Hadj,
Algeria vs Nigeria,Anis Hadj,Over 2.5,2.5,Open,Spillers samlede antal skud | Anis Hadj,
Algeria vs Nigeria,Baghdad Bounedjah,Over 1.5,1.3847,Open,Spillers samlede antal skud | Baghdad Bounedjah,
Algeria vs Nigeria,Baghdad Bounedjah,Over 2.5,2.2,Open,Spillers samlede antal skud | Baghdad Bounedjah,
Algeria vs Nigeria,Baghdad Bounedjah,Over 3.5,4.0,Open,Spillers samlede antal skud | Baghdad Bounedjah,
Algeria vs Nigeria,Bright Osayi-Samuel,Over 0.5,1.7778,Open,Spillers samlede antal skud | Bright Osayi-Samuel,
Algeria vs Nigeria,Bright Osayi-Samuel,Over 1.5,4.5,Open,Spillers samlede antal skud | Bright Osayi-Samuel,
Algeria vs Nigeria,Calvin Ughelumba,Over 0.5,2.1,Open,Spillers samlede antal skud | Calvin Ughelumba,
Algeria vs Nigeria,Calvin Ughelumba,Over 1.5,6.5,Open,Spillers samlede antal skud | Calvin Ughelumba,
Algeria vs Nigeria,Chidera Ejuke,Over 0.5,1.1429,Open,Spillers samlede antal skud | Chidera Ejuke,
Algeria vs Nigeria,Chidera Ejuke,Over 1.5,1.8182,Open,Spillers samlede antal skud | Chidera Ejuke,
Algeria vs Nigeria,Chidera Ejuke,Over 2.5,3.5,Open,Spillers samlede antal skud | Chidera Ejuke,
Algeria vs Nigeria,Chidozie Awaziem,Over 0.5,1.95,Open,Spillers samlede antal skud | Chidozie Awaziem,
Algeria vs Nigeria,Chidozie Awaziem,Over 1.5,5.5,Open,Spillers samlede antal skud | Chidozie Awaziem,
Algeria vs Nigeria,Ebenezer Akinsamiro,Over 0.5,1.2308,Open,Spillers samlede antal skud | Ebenezer Akinsamiro,
Algeria vs Nigeria,Ebenezer Akinsamiro,Over 1.5,2.1429,Open,Spillers samlede antal skud | Ebenezer Akinsamiro,
Algeria vs Nigeria,Ebenezer Akinsamiro,Over 2.5,4.5,Open,Spillers samlede antal skud | Ebenezer Akinsamiro,
Algeria vs Nigeria,Fares Chaibi,Over 0.5,1.2858,Open,Spillers samlede antal skud | Fares Chaibi,
Algeria vs Nigeria,Fares Chaibi,Over 1.5,2.3637,Open,Spillers samlede antal skud | Fares Chaibi,
Algeria vs Nigeria,Fares Chaibi,Over 2.5,5.0,Open,Spillers samlede antal skud | Fares Chaibi,
Algeria vs Nigeria,Fisayo Dele-Bashiru,Over 0.5,1.2,Open,Spillers samlede antal skud | Fisayo Dele-Bashiru,
Algeria vs Nigeria,Fisayo Dele-Bashiru,Over 1.5,2.05,Open,Spillers samlede antal skud | Fisayo Dele-Bashiru,
Algeria vs Nigeria,Fisayo Dele-Bashiru,Over 2.5,4.25,Open,Spillers samlede antal skud | Fisayo Dele-Bashiru,
Algeria vs Nigeria,Frank Onyeka,Over 0.5,1.48,Open,Spillers samlede antal skud | Frank Onyeka,
Algeria vs Nigeria,Frank Onyeka,Over 1.5,3.2,Open,Spillers samlede antal skud | Frank Onyeka,
Algeria vs Nigeria,Hicham Boudaoui,Over 0.5,1.7,Open,Spillers samlede antal skud | Hicham Boudaoui,
Algeria vs Nigeria,Hicham Boudaoui,Over 1.5,4.25,Open,Spillers samlede antal skud | Hicham Boudaoui,
Algeria vs Nigeria,Himad Abdelli,Over 0.5,1.2223,Open,Spillers samlede antal skud | Himad Abdelli,
Algeria vs Nigeria,Himad Abdelli,Over 1.5,2.1,Open,Spillers samlede antal skud | Himad Abdelli,
Algeria vs Nigeria,Himad Abdelli,Over 2.5,4.25,Open,Spillers samlede antal skud | Himad Abdelli,
Algeria vs Nigeria,Ibrahim Maza,Over 0.5,1.1539,Open,Spillers samlede antal skud | Ibrahim Maza,
